sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate
LC068917	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-509
LC068918	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Cordillera Administrative Region (CAR), Ifugao	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/CAR.PHL/2013/TRa-510
LC068919	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-533
LC068920	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-534
LC068921	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-535
LC068922	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-536
LC068923	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-537
LC068924	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-538
LC068925	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-540
LC068926	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Nueva Ecija	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-541
LC068927	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-542
LC068928	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-543
LC068929	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Felis catus	-	RV/R3.PHL/2013/TRa-544
LC068930	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-545
LC068931	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-547
LC068932	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region I, Bulacan	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-548
LC068933	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-549
LC068934	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-550
LC068935	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-551
LC068936	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-552
LC068937	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-554
LC068938	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-556
LC068939	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-557
LC068940	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region I, Ilocos Sur	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R1.PHL/2013/TRa-569
LC068941	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Cordillera Administrative Region (CAR), Mountain Province	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/CAR.PHL/2013/TRa-571
LC068942	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region I, La Union	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R1.PHL/2013/TRa-572
LC068943	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region I, La Union	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R1.PHL/2013/TRa-573
LC068944	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Tarlac	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-581
LC068945	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-582
LC068946	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-583
LC068947	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Nueva Ecija	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-584
LC068948	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-586
LC068949	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-587
LC068950	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-588
LC068951	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2013	2013	2013	1575	13-Jul-2018	13-Jul-2018	Canis lupus familiaris	-	RV/R3.PHL/2013/TRa-589
LC550018	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Zambales	2019	2019	2019	1353	13-Oct-2020	13-Oct-2020	Canis lupus familiaris	-	0140
LC550019	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2019	2019	2019	1353	13-Oct-2020	13-Oct-2020	Canis lupus familiaris	-	0132
LC550020	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2019	2019	2019	1353	13-Oct-2020	13-Oct-2020	Canis lupus familiaris	-	0131
LC550021	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2019	2019	2019	1353	13-Oct-2020	13-Oct-2020	Canis lupus familiaris	-	0130
LC550022	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Bulacan	2019	2019	2019	1353	13-Oct-2020	13-Oct-2020	Canis lupus familiaris	-	0121
LC550023	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Nueva Ecija	2019	2019	2019	1353	13-Oct-2020	13-Oct-2020	Canis lupus familiaris	-	0120
LC550024	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2019	2019	2019	1353	13-Oct-2020	13-Oct-2020	Canis lupus familiaris	-	0093
LC550025	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2019	2019	2019	1353	13-Oct-2020	13-Oct-2020	Canis lupus familiaris	-	0087
LC550026	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2019	2019	2019	1353	13-Oct-2020	13-Oct-2020	Canis lupus familiaris	-	0066
LC550027	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Region III, Pampanga	2019	2019	2019	1353	13-Oct-2020	13-Oct-2020	Canis lupus familiaris	-	0055
MN726836	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2013	2013	2013	11863	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-13-002
MN726837	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2013	2013	2013	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-13-009
MN726838	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2013	2013	2013	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-13-094
MN726839	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2015	2015	2015	11863	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-15-116
MN726840	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2015	2015	2015	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-15-148
MN726841	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2014	2014	2014	11863	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-14-146
MN726842	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2019	2019	2019	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	REGION_5_2019-13
MN726843	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2012	2012	2012	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-12-088
MN726844	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2014	2014	2014	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-14-033
MN726845	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2012	2012	2012	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-12-001
MN726846	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2015	2015	2015	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-15-001
MN726847	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2017	2017	2017	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-16-210
MN726848	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2016	2016	2016	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-16-013
MN726849	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2015	2015	2015	10725	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-15-119
MN726850	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2015	2015	2015	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	RADDL3-1038
MN726851	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2014	2014	2014	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z14-142
MN726852	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2018	2018	2018	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	REGION_5_2018-50
MN726853	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2012	2012	2012	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-12-149
MN726854	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2015	2015	2015	11737	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z15-185
MN726855	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2016	2016	2016	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-16-159
MN726856	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2012	2012	2012	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-12-118
MN726857	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2016	2016	2016	11553	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	RADDL1-16-154
MN726858	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2016	2016	2016	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-16-186
MN726859	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2015	2015	2015	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	RADDL3-15-172
MN726860	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2018	2018	2018	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	REGION_5_2018-100
MN726861	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2015	2015	2015	11791	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-15-019
MN726862	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2013	2013	2013	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-13-032
MN726863	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2015	2015	2015	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	RADDL3-1045
MN726864	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2016	2016	2016	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	RADDL3-845
MN726865	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2014	2014	2014	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-14-136
MN726866	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2014	2014	2014	11765	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-14-138
MN726867	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2012	2012	2012	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z12-012
MN726868	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2016	2016	2016	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-16-082
MN726869	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2013	2013	2013	11653	25-Dec-2019	25-Dec-2019	Felis catus	-	Z-13-096
MN726870	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2014	2014	2014	11863	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-14-149
MN726871	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2013	2013	2013	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-13-071
MN726872	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2017	2017	2017	11863	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-16-209
MN726873	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2014	2014	2014	11863	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z14-152
MN726874	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2012	2012	2012	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-12-134
MN726875	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2018	2018	2018	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	REGION_5_2018-311
MN726876	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2018	2018	2018	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	REGION_5_2018-304
MN726877	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2015	2015	2015	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	RADDL5-005
MN726878	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2018	2018	2018	11000	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-13-066
MN726879	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2012	2012	2012	11863	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-12-212
MN726880	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2019	2019	2019	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	REGION_5_2019-1
MN726881	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2015	2015	2015	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-15-130
MN726882	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	-	2019	2019	2019	11653	25-Dec-2019	25-Dec-2019	Canis lupus familiaris	-	Z-16-211
MN857167	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Caloocan City	2019	2019	2019	11922	16-Mar-2020	16-Mar-2020	Canis familiaris	-	BAI/BAINCR/2019-01/can
MN857168	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Quezon City	2019	2019	2019	11922	16-Mar-2020	16-Mar-2020	Canis familiaris	-	BAI/BAINCR/2019-02/can
MN857169	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Pasay City	2019	2019	2019	11922	16-Mar-2020	16-Mar-2020	Canis familiaris	-	BAI/BAINCR/2019-03/can
MN857170	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	Angono, Rizal	2019	2019	2019	11922	16-Mar-2020	16-Mar-2020	Canis familiaris	-	BAI/BAI4A/2019-01/can
MN857171	AL_Asian_SEA4	Asian SEA4	PHL	Philippines	San Miguel, Bulacan	2019	2019	2019	11922	16-Mar-2020	16-Mar-2020	feline	-	BAI/BAI3/2019-01/fel
